index,Region,Country,Year,Age,Gender,Literacy rate
3673,Oceania,Marshall Islands,2011,15-24,total,0.9845878
3674,Oceania,Marshall Islands,2011,25-64,female,0.9880814
3675,Oceania,Marshall Islands,2011,25-64,male,0.9888113
3676,Oceania,Marshall Islands,2011,25-64,total,0.9884488
3677,Oceania,Marshall Islands,2011,65+,female,0.8466258
3678,Oceania,Marshall Islands,2011,65+,male,0.9278689
3679,Oceania,Marshall Islands,2011,65+,total,0.8940651
3680,Oceania,New Caledonia ,2014,15+,female,0.975
3681,Oceania,New Caledonia ,2014,15+,male,0.9814
3682,Oceania,New Caledonia ,2014,15+,total,0.978
3683,Oceania,New Caledonia ,2014,15-24,female,0.993
3684,Oceania,New Caledonia ,2014,15-24,male,0.9918
3685,Oceania,New Caledonia ,2014,15-24,total,0.992
3686,Oceania,New Caledonia ,2014,25-64,female,0.987
3687,Oceania,New Caledonia ,2014,25-64,male,0.9878
3688,Oceania,New Caledonia ,2014,25-64,total,0.988
3689,Oceania,New Caledonia ,2014,65+,female,0.884
3690,Oceania,New Caledonia ,2014,65+,male,0.9293
3691,Oceania,New Caledonia ,2014,65+,total,0.906
3692,Oceania,Palau,2013,15+,female,0.9952794
3693,Oceania,Palau,2013,15+,male,0.9946721
3694,Oceania,Palau,2013,15+,total,0.9950313
3695,Oceania,Palau,2013,15-24,female,0.998295
3696,Oceania,Palau,2013,15-24,male,0.9976959
3697,Oceania,Palau,2013,15-24,total,0.9983838
3698,Oceania,Palau,2013,25-64,female,0.9971105
3699,Oceania,Palau,2013,25-64,male,0.995086
3700,Oceania,Palau,2013,25-64,total,0.9960163
3701,Oceania,Palau,2013,65+,female,0.9821229
3702,Oceania,Palau,2013,65+,male,0.9848900999999998
3703,Oceania,Palau,2013,65+,total,0.9833641
3704,Oceania,Palau,2015,15+,female,0.9634015
3705,Oceania,Palau,2015,15+,male,0.9681275
3706,Oceania,Palau,2015,15+,total,0.9659374
3707,Oceania,Palau,2015,15-24,female,0.9917051
3708,Oceania,Palau,2015,15-24,male,0.9824561
3709,Oceania,Palau,2015,15-24,total,0.9866444
3710,Oceania,Palau,2015,25-64,female,0.9811239999999998
3711,Oceania,Palau,2015,25-64,male,0.971539
3712,Oceania,Palau,2015,25-64,total,0.9758547
3713,Oceania,Palau,2015,65+,female,0.8134920999999999
3714,Oceania,Palau,2015,65+,male,0.8956357
3715,Oceania,Palau,2015,65+,total,0.8472329999999999
3716,Oceania,Papua New Guinea,2010,15+,female,0.5789999999999998
3717,Oceania,Papua New Guinea,2010,15+,male,0.6529
3718,Oceania,Papua New Guinea,2010,15+,total,0.6159999999999999
3719,Oceania,Papua New Guinea,2010,15-24,female,0.714
3720,Oceania,Papua New Guinea,2010,15-24,male,0.6456999999999999
3721,Oceania,Papua New Guinea,2010,15-24,total,0.679
3722,Oceania,Papua New Guinea,2010,25-64,female,0.54
3723,Oceania,Papua New Guinea,2010,25-64,male,0.6709
3724,Oceania,Papua New Guinea,2010,25-64,total,0.6059999999999999
3725,Oceania,Papua New Guinea,2010,65+,female,0.268
3726,Oceania,Papua New Guinea,2010,65+,male,0.4125999999999999
3727,Oceania,Papua New Guinea,2010,65+,total,0.33
3728,Oceania,Samoa,2011,15+,female,0.9906953
3729,Oceania,Samoa,2011,15+,male,0.9888192
3730,Oceania,Samoa,2011,15+,total,0.9897326
3731,Oceania,Samoa,2011,15-24,female,0.9945804
3732,Oceania,Samoa,2011,15-24,male,0.9902962
3733,Oceania,Samoa,2011,15-24,total,0.9923566
3734,Oceania,Samoa,2011,25-64,female,0.9926147
3735,Oceania,Samoa,2011,25-64,male,0.9907662
3736,Oceania,Samoa,2011,25-64,total,0.9916567
3737,Oceania,Samoa,2011,65+,female,0.963168
3738,Oceania,Samoa,2011,65+,male,0.9630314
3739,Oceania,Samoa,2011,65+,total,0.963107
3740,Oceania,Samoa,2018,15+,female,0.9924504
3741,Oceania,Samoa,2018,15+,male,0.9895609
3742,Oceania,Samoa,2018,15+,total,0.9909577
3743,Oceania,Samoa,2018,15-24,female,0.9943575
3744,Oceania,Samoa,2018,15-24,male,0.9884151
3745,Oceania,Samoa,2018,15-24,total,0.9912348
3746,Oceania,Samoa,2018,25-64,female,0.9933499
3747,Oceania,Samoa,2018,25-64,male,0.9913891
3748,Oceania,Samoa,2018,25-64,total,0.9923267
3749,Oceania,Samoa,2018,65+,female,0.9801634
3750,Oceania,Samoa,2018,65+,male,0.9770508
3751,Oceania,Samoa,2018,65+,total,0.9787896
3752,Oceania,Tonga,2011,15+,female,0.9943422
3753,Oceania,Tonga,2011,15+,male,0.993351
3754,Oceania,Tonga,2011,15+,total,0.9938553
3755,Oceania,Tonga,2011,15-24,female,0.9951043
3756,Oceania,Tonga,2011,15-24,male,0.9936657
3757,Oceania,Tonga,2011,15-24,total,0.9943703
3758,Oceania,Tonga,2011,25-64,female,0.994951
3759,Oceania,Tonga,2011,25-64,male,0.9938413
3760,Oceania,Tonga,2011,25-64,total,0.9944109
3761,Oceania,Tonga,2011,65+,female,0.988404
3762,Oceania,Tonga,2011,65+,male,0.9888729
3763,Oceania,Tonga,2011,65+,total,0.9886195
3764,Oceania,Tonga,2018,15+,female,0.9947503
3765,Oceania,Tonga,2018,15+,male,0.9935098
3766,Oceania,Tonga,2018,15+,total,0.9941437
3767,Oceania,Tonga,2018,15-24,female,0.9953977999999998
3768,Oceania,Tonga,2018,15-24,male,0.9934871
3769,Oceania,Tonga,2018,15-24,total,0.9944112
3770,Oceania,Tonga,2018,25-64,female,0.9947934
3771,Oceania,Tonga,2018,25-64,male,0.9938784
3772,Oceania,Tonga,2018,25-64,total,0.9943538
3773,Oceania,Tonga,2018,65+,female,0.9925792
3774,Oceania,Tonga,2018,65+,male,0.9910655
3775,Oceania,Tonga,2018,65+,total,0.9918869
3776,Oceania,Vanuatu,2014,15+,female,0.832
3777,Oceania,Vanuatu,2014,15+,male,0.8618000000000001
3778,Oceania,Vanuatu,2014,15+,total,0.8469999999999999
3779,Oceania,Vanuatu,2014,15-24,female,0.956
3780,Oceania,Vanuatu,2014,15-24,male,0.9509
3781,Oceania,Vanuatu,2014,15-24,total,0.953
3782,Oceania,Vanuatu,2014,25-64,female,0.824
3783,Oceania,Vanuatu,2014,25-64,male,0.8551
3784,Oceania,Vanuatu,2014,25-64,total,0.839
3785,Oceania,Vanuatu,2014,65+,female,0.3579999999999999
3786,Oceania,Vanuatu,2014,65+,male,0.5268999999999999
3787,Oceania,Vanuatu,2014,65+,total,0.442
3788,Oceania,Vanuatu,2018,15+,female,0.8670609
3789,Oceania,Vanuatu,2018,15+,male,0.8830635
3790,Oceania,Vanuatu,2018,15+,total,0.8750630999999999
3791,Oceania,Vanuatu,2018,15-24,female,0.9659661
3792,Oceania,Vanuatu,2018,15-24,male,0.9597657
3793,Oceania,Vanuatu,2018,15-24,total,0.9628212
3794,Oceania,Vanuatu,2018,25-64,female,0.8606731
3795,Oceania,Vanuatu,2018,25-64,male,0.8764194
3796,Oceania,Vanuatu,2018,25-64,total,0.8684690999999999
3797,Oceania,Vanuatu,2018,65+,female,0.4321871999999999
3798,Oceania,Vanuatu,2018,65+,male,0.5793637999999999
3799,Oceania,Vanuatu,2018,65+,total,0.5089274999999999
3800,Sub-Saharan Africa,Angola,2014,15+,female,0.5340720999999999
3801,Sub-Saharan Africa,Angola,2014,15+,male,0.7997414999999999
3802,Sub-Saharan Africa,Angola,2014,15+,total,0.6603010999999999
3803,Sub-Saharan Africa,Angola,2014,15-24,female,0.7058513
3804,Sub-Saharan Africa,Angola,2014,15-24,male,0.8486238
3805,Sub-Saharan Africa,Angola,2014,15-24,total,0.7743112999999999
3806,Sub-Saharan Africa,Angola,2014,25-64,female,0.4712731
3807,Sub-Saharan Africa,Angola,2014,25-64,male,0.7937238
3808,Sub-Saharan Africa,Angola,2014,25-64,total,0.6247019999999999
3809,Sub-Saharan Africa,Angola,2014,65+,female,0.1143792
3810,Sub-Saharan Africa,Angola,2014,65+,male,0.4748306999999999
3811,Sub-Saharan Africa,Angola,2014,65+,total,0.2702533
3812,Sub-Saharan Africa,Benin,2012,15+,female,0.2209387999999999
3813,Sub-Saharan Africa,Benin,2012,15+,male,0.4496025999999999
3814,Sub-Saharan Africa,Benin,2012,15+,total,0.3294881999999999
3815,Sub-Saharan Africa,Benin,2012,15-24,female,0.4093838
3816,Sub-Saharan Africa,Benin,2012,15-24,male,0.6394092
3817,Sub-Saharan Africa,Benin,2012,15-24,total,0.5249247
3818,Sub-Saharan Africa,Benin,2012,25-64,female,0.1627025
3819,Sub-Saharan Africa,Benin,2012,25-64,male,0.3990529999999999
3820,Sub-Saharan Africa,Benin,2012,25-64,total,0.2702199999999999
3821,Sub-Saharan Africa,Benin,2012,65+,female,0.0135646
3822,Sub-Saharan Africa,Benin,2012,65+,male,0.1194767
3823,Sub-Saharan Africa,Benin,2012,65+,total,0.0702535
3824,Sub-Saharan Africa,Benin,2018,15+,female,0.3107165
3825,Sub-Saharan Africa,Benin,2018,15+,male,0.5397703
3826,Sub-Saharan Africa,Benin,2018,15+,total,0.423624
3827,Sub-Saharan Africa,Benin,2018,15-24,female,0.5194362
3828,Sub-Saharan Africa,Benin,2018,15-24,male,0.6976118
3829,Sub-Saharan Africa,Benin,2018,15-24,total,0.6094807999999999
3830,Sub-Saharan Africa,Benin,2018,25-64,female,0.2244686
3831,Sub-Saharan Africa,Benin,2018,25-64,male,0.4770548999999999
3832,Sub-Saharan Africa,Benin,2018,25-64,total,0.3488201
3833,Sub-Saharan Africa,Benin,2018,65+,female,0.0227464
3834,Sub-Saharan Africa,Benin,2018,65+,male,0.1631153
3835,Sub-Saharan Africa,Benin,2018,65+,total,0.0822084
3836,Sub-Saharan Africa,Botswana,2013,15+,female,0.8745121
3837,Sub-Saharan Africa,Botswana,2013,15+,male,0.8612214
3838,Sub-Saharan Africa,Botswana,2013,15+,total,0.8682317999999998
3839,Sub-Saharan Africa,Botswana,2013,15-24,female,0.9913954
3840,Sub-Saharan Africa,Botswana,2013,15-24,male,0.9575475
3841,Sub-Saharan Africa,Botswana,2013,15-24,total,0.9745629
3842,Sub-Saharan Africa,Botswana,2013,25-64,female,0.8717341999999999
3843,Sub-Saharan Africa,Botswana,2013,25-64,male,0.8457947
3844,Sub-Saharan Africa,Botswana,2013,25-64,total,0.8596196999999999
3845,Sub-Saharan Africa,Botswana,2013,65+,female,0.3690777
3846,Sub-Saharan Africa,Botswana,2013,65+,male,0.4353421
3847,Sub-Saharan Africa,Botswana,2013,65+,total,0.3961628999999999
3848,Sub-Saharan Africa,Botswana,2014,15+,female,0.887
3849,Sub-Saharan Africa,Botswana,2014,15+,male,0.8674
3850,Sub-Saharan Africa,Botswana,2014,15+,total,0.877
3851,Sub-Saharan Africa,Botswana,2014,15-24,female,0.994
3852,Sub-Saharan Africa,Botswana,2014,15-24,male,0.9594
3853,Sub-Saharan Africa,Botswana,2014,15-24,total,0.977
3854,Sub-Saharan Africa,Botswana,2014,25-64,female,0.885
3855,Sub-Saharan Africa,Botswana,2014,25-64,male,0.8548
3856,Sub-Saharan Africa,Botswana,2014,25-64,total,0.87
3857,Sub-Saharan Africa,Botswana,2014,65+,female,0.379
3858,Sub-Saharan Africa,Botswana,2014,65+,male,0.4445
3859,Sub-Saharan Africa,Botswana,2014,65+,total,0.407
3860,Sub-Saharan Africa,Burkina Faso,2014,15+,female,0.2622025
3861,Sub-Saharan Africa,Burkina Faso,2014,15+,male,0.4437944999999999
3862,Sub-Saharan Africa,Burkina Faso,2014,15+,total,0.345994
3863,Sub-Saharan Africa,Burkina Faso,2014,15-24,female,0.4398582999999999
3864,Sub-Saharan Africa,Burkina Faso,2014,15-24,male,0.5699488999999999
3865,Sub-Saharan Africa,Burkina Faso,2014,15-24,total,0.500963
3866,Sub-Saharan Africa,Burkina Faso,2014,25-64,female,0.1897995999999999
3867,Sub-Saharan Africa,Burkina Faso,2014,25-64,male,0.4079735999999999
3868,Sub-Saharan Africa,Burkina Faso,2014,25-64,total,0.2883164999999999
3869,Sub-Saharan Africa,Burkina Faso,2014,65+,female,0.0208437
3870,Sub-Saharan Africa,Burkina Faso,2014,65+,male,0.1455357999999999
3871,Sub-Saharan Africa,Burkina Faso,2014,65+,total,0.0839420999999999
3872,Sub-Saharan Africa,Burkina Faso,2018,15+,female,0.3268762
3873,Sub-Saharan Africa,Burkina Faso,2018,15+,male,0.5007458999999999
3874,Sub-Saharan Africa,Burkina Faso,2018,15+,total,0.4122444999999999
3875,Sub-Saharan Africa,Burkina Faso,2018,15-24,female,0.5466999999999999
3876,Sub-Saharan Africa,Burkina Faso,2018,15-24,male,0.6179
3877,Sub-Saharan Africa,Burkina Faso,2018,15-24,total,0.5828999999999999
3878,Sub-Saharan Africa,Burkina Faso,2018,25-64,female,0.2221380999999999
3879,Sub-Saharan Africa,Burkina Faso,2018,25-64,male,0.4438781
3880,Sub-Saharan Africa,Burkina Faso,2018,25-64,total,0.3302315999999999
3881,Sub-Saharan Africa,Burkina Faso,2018,65+,female,0.0414136
3882,Sub-Saharan Africa,Burkina Faso,2018,65+,male,0.1937522999999999
3883,Sub-Saharan Africa,Burkina Faso,2018,65+,total,0.1012673
3884,Sub-Saharan Africa,Burundi,2014,15+,female,0.5466303
3885,Sub-Saharan Africa,Burundi,2014,15+,male,0.6969250999999999
3886,Sub-Saharan Africa,Burundi,2014,15+,total,0.6156973
3887,Sub-Saharan Africa,Burundi,2014,15-24,female,0.7495891
3888,Sub-Saharan Africa,Burundi,2014,15-24,male,0.8529008
3889,Sub-Saharan Africa,Burundi,2014,15-24,total,0.7955961
3890,Sub-Saharan Africa,Burundi,2014,25-64,female,0.4644541999999999
3891,Sub-Saharan Africa,Burundi,2014,25-64,male,0.6418998999999999
3892,Sub-Saharan Africa,Burundi,2014,25-64,total,0.5473695
3893,Sub-Saharan Africa,Burundi,2014,65+,female,0.1408967999999999
3894,Sub-Saharan Africa,Burundi,2014,65+,male,0.3752309999999999
3895,Sub-Saharan Africa,Burundi,2014,65+,total,0.2493363
3896,Sub-Saharan Africa,Burundi,2017,15+,female,0.6122368999999999
3897,Sub-Saharan Africa,Burundi,2017,15+,male,0.7629604999999999
3898,Sub-Saharan Africa,Burundi,2017,15+,total,0.6837533
3899,Sub-Saharan Africa,Burundi,2017,15-24,female,0.8561855
3900,Sub-Saharan Africa,Burundi,2017,15-24,male,0.9103415
3901,Sub-Saharan Africa,Burundi,2017,15-24,total,0.8822177000000001
3902,Sub-Saharan Africa,Burundi,2017,25-64,female,0.5198617999999999
3903,Sub-Saharan Africa,Burundi,2017,25-64,male,0.7067425
3904,Sub-Saharan Africa,Burundi,2017,25-64,total,0.6079980999999999
3905,Sub-Saharan Africa,Burundi,2017,65+,female,0.1698548999999999
3906,Sub-Saharan Africa,Burundi,2017,65+,male,0.464959
3907,Sub-Saharan Africa,Burundi,2017,65+,total,0.3078671
3908,Sub-Saharan Africa,Cabo Verde,2012,15+,female,0.8049621999999999
3909,Sub-Saharan Africa,Cabo Verde,2012,15+,male,0.904745
3910,Sub-Saharan Africa,Cabo Verde,2012,15+,total,0.8532778999999999
3911,Sub-Saharan Africa,Cabo Verde,2012,15-24,female,0.9839818
3912,Sub-Saharan Africa,Cabo Verde,2012,15-24,male,0.9787189
3913,Sub-Saharan Africa,Cabo Verde,2012,15-24,total,0.9812897
3914,Sub-Saharan Africa,Cabo Verde,2012,25-64,female,0.8164028999999999
3915,Sub-Saharan Africa,Cabo Verde,2012,25-64,male,0.9088184
3916,Sub-Saharan Africa,Cabo Verde,2012,25-64,total,0.8609854
3917,Sub-Saharan Africa,Cabo Verde,2012,65+,female,0.2062246
3918,Sub-Saharan Africa,Cabo Verde,2012,65+,male,0.5226488999999999
3919,Sub-Saharan Africa,Cabo Verde,2012,65+,total,0.3319852999999999
3920,Sub-Saharan Africa,Cabo Verde,2015,15+,female,0.8204221999999999
3921,Sub-Saharan Africa,Cabo Verde,2015,15+,male,0.9169144
3922,Sub-Saharan Africa,Cabo Verde,2015,15+,total,0.8679029
3923,Sub-Saharan Africa,Cabo Verde,2015,15-24,female,0.9873018
3924,Sub-Saharan Africa,Cabo Verde,2015,15-24,male,0.9758501
3925,Sub-Saharan Africa,Cabo Verde,2015,15-24,total,0.9811131
3926,Sub-Saharan Africa,Cabo Verde,2015,25-64,female,0.8418067
3927,Sub-Saharan Africa,Cabo Verde,2015,25-64,male,0.923831
3928,Sub-Saharan Africa,Cabo Verde,2015,25-64,total,0.8813747
3929,Sub-Saharan Africa,Cabo Verde,2015,65+,female,0.2268927
3930,Sub-Saharan Africa,Cabo Verde,2015,65+,male,0.5773319999999998
3931,Sub-Saharan Africa,Cabo Verde,2015,65+,total,0.3681937
3932,Sub-Saharan Africa,Cameroon,2010,15+,female,0.6479949999999999
3933,Sub-Saharan Africa,Cameroon,2010,15+,male,0.7832769
3934,Sub-Saharan Africa,Cameroon,2010,15+,total,0.7129050999999998
3935,Sub-Saharan Africa,Cameroon,2010,15-24,female,0.7642092999999999
3936,Sub-Saharan Africa,Cameroon,2010,15-24,male,0.8539748
3937,Sub-Saharan Africa,Cameroon,2010,15-24,total,0.8057443999999999
3938,Sub-Saharan Africa,Cameroon,2010,25-64,female,0.630522
3939,Sub-Saharan Africa,Cameroon,2010,25-64,male,0.7774419
3940,Sub-Saharan Africa,Cameroon,2010,25-64,total,0.7026898
3941,Sub-Saharan Africa,Cameroon,2010,65+,female,0.1196237
3942,Sub-Saharan Africa,Cameroon,2010,65+,male,0.4244266999999999
3943,Sub-Saharan Africa,Cameroon,2010,65+,total,0.2612443999999999
3944,Sub-Saharan Africa,Cameroon,2018,15+,female,0.7158626999999999
3945,Sub-Saharan Africa,Cameroon,2018,15+,male,0.8262804
3946,Sub-Saharan Africa,Cameroon,2018,15+,total,0.7707104
3947,Sub-Saharan Africa,Cameroon,2018,15-24,female,0.8240999999999999
3948,Sub-Saharan Africa,Cameroon,2018,15-24,male,0.8771999999999999
3949,Sub-Saharan Africa,Cameroon,2018,15-24,total,0.8508
3950,Sub-Saharan Africa,Cameroon,2018,25-64,female,0.6949739999999999
3951,Sub-Saharan Africa,Cameroon,2018,25-64,male,0.8131249999999999
3952,Sub-Saharan Africa,Cameroon,2018,25-64,total,0.7537846999999999
3953,Sub-Saharan Africa,Cameroon,2018,65+,female,0.2528158
3954,Sub-Saharan Africa,Cameroon,2018,65+,male,0.5971060999999999
3955,Sub-Saharan Africa,Cameroon,2018,65+,total,0.405961
3956,Sub-Saharan Africa,Central African Republic,2010,15+,female,0.2435548999999999
3957,Sub-Saharan Africa,Central African Republic,2010,15+,male,0.5071271
3958,Sub-Saharan Africa,Central African Republic,2010,15+,total,0.3675260999999999
3959,Sub-Saharan Africa,Central African Republic,2010,15-24,female,0.2697132999999999
3960,Sub-Saharan Africa,Central African Republic,2010,15-24,male,0.488571
3961,Sub-Saharan Africa,Central African Republic,2010,15-24,total,0.3635627
3962,Sub-Saharan Africa,Central African Republic,2010,25-64,female,0.2318349999999999
3963,Sub-Saharan Africa,Central African Republic,2010,25-64,male,0.5131288
3964,Sub-Saharan Africa,Central African Republic,2010,25-64,total,0.3702668
3965,Sub-Saharan Africa,Central African Republic,2010,65+,female,0.172606
3966,Sub-Saharan Africa,Central African Republic,2010,65+,male,0.5554878999999999
3967,Sub-Saharan Africa,Central African Republic,2010,65+,total,0.3571963
3968,Sub-Saharan Africa,Central African Republic,2018,15+,female,0.2575638
3969,Sub-Saharan Africa,Central African Republic,2018,15+,male,0.4951458999999999
3970,Sub-Saharan Africa,Central African Republic,2018,15+,total,0.3739582
3971,Sub-Saharan Africa,Central African Republic,2018,15-24,female,0.2870666
3972,Sub-Saharan Africa,Central African Republic,2018,15-24,male,0.4780493
3973,Sub-Saharan Africa,Central African Republic,2018,15-24,total,0.3826864999999999
3974,Sub-Saharan Africa,Central African Republic,2018,25-64,female,0.2453004
3975,Sub-Saharan Africa,Central African Republic,2018,25-64,male,0.5035674
3976,Sub-Saharan Africa,Central African Republic,2018,25-64,total,0.3720672999999999
3977,Sub-Saharan Africa,Central African Republic,2018,65+,female,0.1848871
3978,Sub-Saharan Africa,Central African Republic,2018,65+,male,0.5451517
3979,Sub-Saharan Africa,Central African Republic,2018,65+,total,0.3280102999999999
3980,Sub-Saharan Africa,Chad,2015,15+,female,0.1393341
3981,Sub-Saharan Africa,Chad,2015,15+,male,0.3891819999999999
3982,Sub-Saharan Africa,Chad,2015,15+,total,0.2600298999999999
3983,Sub-Saharan Africa,Chad,2015,15-24,female,0.2599362
3984,Sub-Saharan Africa,Chad,2015,15-24,male,0.518363
3985,Sub-Saharan Africa,Chad,2015,15-24,total,0.3877241999999999
3986,Sub-Saharan Africa,Chad,2015,25-64,female,0.0863821
3987,Sub-Saharan Africa,Chad,2015,25-64,male,0.3427513999999999
3988,Sub-Saharan Africa,Chad,2015,25-64,total,0.2064656
3989,Sub-Saharan Africa,Chad,2015,65+,female,0.0054559
3990,Sub-Saharan Africa,Chad,2015,65+,male,0.1414846999999999
3991,Sub-Saharan Africa,Chad,2015,65+,total,0.0831409
3992,Sub-Saharan Africa,Chad,2016,15+,female,0.1395522999999999
3993,Sub-Saharan Africa,Chad,2016,15+,male,0.3132879
3994,Sub-Saharan Africa,Chad,2016,15+,total,0.2231154999999999
3995,Sub-Saharan Africa,Chad,2016,15-24,female,0.2238714999999999
3996,Sub-Saharan Africa,Chad,2016,15-24,male,0.4069288999999999
3997,Sub-Saharan Africa,Chad,2016,15-24,total,0.3079160999999999
3998,Sub-Saharan Africa,Chad,2016,25-64,female,0.0954922
3999,Sub-Saharan Africa,Chad,2016,25-64,male,0.284492
4000,Sub-Saharan Africa,Chad,2016,25-64,total,0.1873919
4001,Sub-Saharan Africa,Chad,2016,65+,female,0.0318916
4002,Sub-Saharan Africa,Chad,2016,65+,male,0.1003696
4003,Sub-Saharan Africa,Chad,2016,65+,total,0.0702806
4004,Sub-Saharan Africa,Comoros,2012,15+,female,0.4263729
4005,Sub-Saharan Africa,Comoros,2012,15+,male,0.564798
4006,Sub-Saharan Africa,Comoros,2012,15+,total,0.4919613999999999
4007,Sub-Saharan Africa,Comoros,2012,15-24,female,0.6959522
4008,Sub-Saharan Africa,Comoros,2012,15-24,male,0.7381077
4009,Sub-Saharan Africa,Comoros,2012,15-24,total,0.7158127
4010,Sub-Saharan Africa,Comoros,2012,25-64,female,0.3334225
4011,Sub-Saharan Africa,Comoros,2012,25-64,male,0.5271295999999999
4012,Sub-Saharan Africa,Comoros,2012,25-64,total,0.4242716999999999
4013,Sub-Saharan Africa,Comoros,2012,65+,female,0.031365
4014,Sub-Saharan Africa,Comoros,2012,65+,male,0.2185516
4015,Sub-Saharan Africa,Comoros,2012,65+,total,0.1276770999999999
4016,Sub-Saharan Africa,Comoros,2018,15+,female,0.5295638999999999
4017,Sub-Saharan Africa,Comoros,2018,15+,male,0.6464419999999999
4018,Sub-Saharan Africa,Comoros,2018,15+,total,0.5881701999999999
4019,Sub-Saharan Africa,Comoros,2018,15-24,female,0.7830235999999999
4020,Sub-Saharan Africa,Comoros,2018,15-24,male,0.7823941
4021,Sub-Saharan Africa,Comoros,2018,15-24,total,0.7827039
4022,Sub-Saharan Africa,Comoros,2018,25-64,female,0.4413566999999999
4023,Sub-Saharan Africa,Comoros,2018,25-64,male,0.6019001
4024,Sub-Saharan Africa,Comoros,2018,25-64,total,0.5219009
4025,Sub-Saharan Africa,Comoros,2018,65+,female,0.0568458
4026,Sub-Saharan Africa,Comoros,2018,65+,male,0.278733
4027,Sub-Saharan Africa,Comoros,2018,65+,total,0.1579317999999999
4028,Sub-Saharan Africa,Congo,2011,15+,female,0.7287706
4029,Sub-Saharan Africa,Congo,2011,15+,male,0.8643430999999999
4030,Sub-Saharan Africa,Congo,2011,15+,total,0.7931117
4031,Sub-Saharan Africa,Congo,2011,15-24,female,0.7694608
4032,Sub-Saharan Africa,Congo,2011,15-24,male,0.8568360999999999
4033,Sub-Saharan Africa,Congo,2011,15-24,total,0.8091395
4034,Sub-Saharan Africa,Congo,2011,25-64,female,0.7175759999999999
4035,Sub-Saharan Africa,Congo,2011,25-64,male,0.8665503
4036,Sub-Saharan Africa,Congo,2011,25-64,total,0.7902278999999999
4037,Sub-Saharan Africa,Congo,2011,65+,female,0.6138425
4038,Sub-Saharan Africa,Congo,2011,65+,male,0.8814955999999999
4039,Sub-Saharan Africa,Congo,2011,65+,total,0.7308352999999999
4040,Sub-Saharan Africa,Congo,2018,15+,female,0.7461876
4041,Sub-Saharan Africa,Congo,2018,15+,male,0.8607651
4042,Sub-Saharan Africa,Congo,2018,15+,total,0.8029876
4043,Sub-Saharan Africa,Congo,2018,15-24,female,0.7874231
4044,Sub-Saharan Africa,Congo,2018,15-24,male,0.8534165
4045,Sub-Saharan Africa,Congo,2018,15-24,total,0.8205479
4046,Sub-Saharan Africa,Congo,2018,25-64,female,0.7342524
4047,Sub-Saharan Africa,Congo,2018,25-64,male,0.8634369
4048,Sub-Saharan Africa,Congo,2018,25-64,total,0.79854
4049,Sub-Saharan Africa,Congo,2018,65+,female,0.6407371
4050,Sub-Saharan Africa,Congo,2018,65+,male,0.8780929999999999
4051,Sub-Saharan Africa,Congo,2018,65+,total,0.7419278999999999
4052,Sub-Saharan Africa,Côte d'Ivoire,2012,15+,female,0.3046171999999999
4053,Sub-Saharan Africa,Côte d'Ivoire,2012,15+,male,0.5159266999999998
4054,Sub-Saharan Africa,Côte d'Ivoire,2012,15+,total,0.4098163
4055,Sub-Saharan Africa,Côte d'Ivoire,2012,15-24,female,0.3875007999999999
4056,Sub-Saharan Africa,Côte d'Ivoire,2012,15-24,male,0.5833262999999999
4057,Sub-Saharan Africa,Côte d'Ivoire,2012,15-24,total,0.4830995999999999
4058,Sub-Saharan Africa,Côte d'Ivoire,2012,25-64,female,0.2786789
4059,Sub-Saharan Africa,Côte d'Ivoire,2012,25-64,male,0.4987937
4060,Sub-Saharan Africa,Côte d'Ivoire,2012,25-64,total,0.3889323
4061,Sub-Saharan Africa,Côte d'Ivoire,2012,65+,female,0.1356575999999999
4062,Sub-Saharan Africa,Côte d'Ivoire,2012,65+,male,0.3624392
4063,Sub-Saharan Africa,Côte d'Ivoire,2012,65+,total,0.2525446
4064,Sub-Saharan Africa,Côte d'Ivoire,2014,15+,female,0.3678425
4065,Sub-Saharan Africa,Côte d'Ivoire,2014,15+,male,0.507019
4066,Sub-Saharan Africa,Côte d'Ivoire,2014,15+,total,0.4390841999999999
4067,Sub-Saharan Africa,Côte d'Ivoire,2014,15-24,female,0.4703974999999999
4068,Sub-Saharan Africa,Côte d'Ivoire,2014,15-24,male,0.5912435
4069,Sub-Saharan Africa,Côte d'Ivoire,2014,15-24,total,0.5302069
4070,Sub-Saharan Africa,Côte d'Ivoire,2014,25-64,female,0.3324311
4071,Sub-Saharan Africa,Côte d'Ivoire,2014,25-64,male,0.4837301
4072,Sub-Saharan Africa,Côte d'Ivoire,2014,25-64,total,0.4112454
4073,Sub-Saharan Africa,Côte d'Ivoire,2014,65+,female,0.1040016999999999
4074,Sub-Saharan Africa,Côte d'Ivoire,2014,65+,male,0.2545738
4075,Sub-Saharan Africa,Côte d'Ivoire,2014,65+,total,0.1799265
4076,Sub-Saharan Africa,Côte d'Ivoire,2018,15+,female,0.4049937
4077,Sub-Saharan Africa,Côte d'Ivoire,2018,15+,male,0.5365693999999999
4078,Sub-Saharan Africa,Côte d'Ivoire,2018,15+,total,0.4716534999999999
4079,Sub-Saharan Africa,Côte d'Ivoire,2018,15-24,female,0.530251
4080,Sub-Saharan Africa,Côte d'Ivoire,2018,15-24,male,0.6384492
4081,Sub-Saharan Africa,Côte d'Ivoire,2018,15-24,total,0.5842015
